Horizon,Problem,Bound
840,./Instancesv2_round/sippv2/fixlen4/30noon/p01[count=350],25352260
840,./Instancesv2_round/sippv2/fixlen4/30eve/p03[count=350],16070399
840,./Instancesv2_round/sippv2/fixlen4/30eve/p04[count=350],15645500
840,./Instancesv2_round/sippv2/fixlen4/30eve/p05[count=350],15839999
840,./Instancesv2_round/sippv2/fixlen4/30eve/p02[count=350],15839999
840,./Instancesv2_round/sippv2/fixlen4/30eve/p01[count=350],19337420
900,./Instancesv2_round/sippv2/fixlen4/30morn/p03[count=350],8236800
900,./Instancesv2_round/sippv2/fixlen4/30morn/p04[count=350],8236800
900,./Instancesv2_round/sippv2/fixlen4/30morn/p05[count=350],7948800
900,./Instancesv2_round/sippv2/fixlen4/30morn/p02[count=350],8236800
900,./Instancesv2_round/sippv2/fixlen4/30morn/p01[count=350],10257460
900,./Instancesv2_round/sippv2/fixlen4/26morn/p03[count=350],18431999
900,./Instancesv2_round/sippv2/fixlen4/26morn/p04[count=350],17227099
900,./Instancesv2_round/sippv2/fixlen4/26morn/p05[count=350],16923699
900,./Instancesv2_round/sippv2/fixlen4/26morn/p02[count=350],18086399
900,./Instancesv2_round/sippv2/fixlen4/26morn/p01[count=350],23417040
900,./Instancesv2_round/sippv2/fixlen4/muse/p03[count=350],17022499
900,./Instancesv2_round/sippv2/fixlen4/muse/p04[count=350],17022499
900,./Instancesv2_round/sippv2/fixlen4/muse/p05[count=350],17267199
900,./Instancesv2_round/sippv2/fixlen4/muse/p02[count=350],16415299
900,./Instancesv2_round/sippv2/fixlen4/muse/p01[count=350],24058099
900,./Instancesv2_round/sippv2/fixlen4/26eve/p03[count=350],17683199
900,./Instancesv2_round/sippv2/fixlen4/26eve/p04[count=350],17971199
900,./Instancesv2_round/sippv2/fixlen4/26eve/p05[count=350],17625599
900,./Instancesv2_round/sippv2/fixlen4/26eve/p02[count=350],17395199
900,./Instancesv2_round/sippv2/fixlen4/26eve/p01[count=350],26875160
900,./Instancesv2_round/sippv2/fixlen4/26noon/p03[count=350],17567999
900,./Instancesv2_round/sippv2/fixlen4/26noon/p04[count=350],17510399
900,./Instancesv2_round/sippv2/fixlen4/26noon/p05[count=350],17798399
900,./Instancesv2_round/sippv2/fixlen4/26noon/p02[count=350],17798399
900,./Instancesv2_round/sippv2/fixlen4/26noon/p01[count=350],27075440
900,./Instancesv2_round/sippv2/fixlen4/30noon/p03[count=350],18719999
900,./Instancesv2_round/sippv2/fixlen4/30noon/p04[count=350],18719999
900,./Instancesv2_round/sippv2/fixlen4/30noon/p05[count=350],18892799
900,./Instancesv2_round/sippv2/fixlen4/30noon/p02[count=350],18777599
900,./Instancesv2_round/sippv2/fixlen4/30noon/p01[count=350],26797700
900,./Instancesv2_round/sippv2/fixlen4/30eve/p03[count=350],17222399
900,./Instancesv2_round/sippv2/fixlen4/30eve/p04[count=350],16943999
900,./Instancesv2_round/sippv2/fixlen4/30eve/p05[count=350],17164799
900,./Instancesv2_round/sippv2/fixlen4/30eve/p02[count=350],17164799
900,./Instancesv2_round/sippv2/fixlen4/30eve/p01[count=350],20064140
